,Brand,Model,Spec,Year,dB at idle,dB at 50km/h,dB at 80km/h,dB at 100km/h,dB at 120km/h,dB at 140km/h
497,Ford,F-150,5.4 V8,2009, 47.6 , 56.5 , 62.1 , 64.9 , 67.6 , 70.4 
498,Ford,F-150,SVT Raptor,2010, 37.5 , 48.6 , 55.5 , 59.1 , 62.4 , 65.8 
499,Ford,F-150, ,2011, 45.2 , 54.3 , 60.0 , 62.7 , 65.9 , 69.1 
500,Ford,F-150,3.7 V6,2013, 41.6 , 53.1 , 60.3 , 64.0 , 67.4 , 70.8 
501,Ford,F-150,3.5 V6,2016, 43.4 , 54.0 , 60.6 , 64.2 , 66.6 , 69.0 
502,Ford,F-450,6.4 V8,2008, 51.4 , 59.7 , 64.6 , 67.9 , 68.0 , 68.2 
503,Ford,Fiesta,1.4,2008, 45.4 , 55.8 , 64.2 , 67.4 , 69.9 , 72.6 
504,Ford,Fiesta,1.6 TDCI,2008, 46.3 , 62.7 , 65.8 , 68.9 , 71.7 , 75.7 
505,Ford,Fiesta,1.25,2009, 41.5 , 61.4 , 66.1 , 68.0 , 71.2 , 73.4 
506,Ford,Fiesta,1.6 ,2009, 40.3 , 55.4 , 64.6 , 70.1 , 72.3 , 74.5 
507,Ford,Fiesta,1.25,2010, 39.6 , 61.6 , 65.3 , 67.5 , 70.3 , 71.9 
508,Ford,Fiesta,1.6,2011, 44.2 , 55.0 , 61.6 , 65.3 , 67.7 , 70.1 
509,Ford,Fiesta,1.0,2013, 43.7 , 57.1 , 61.9 , 64.9 , 67.4 , 71.0 
510,Ford,Fiesta,ST,2013, 48.1 , 59.7 , 64.7 , 65.4 , 68.3 , 72.4 
511,Ford,Fiesta,1.6,2014, 45.2 , 55.2 , 61.4 , 64.6 , 67.5 , 70.4 
512,Ford,Fiesta,1.0,2016, 39.1 , 59.2 , 62.8 , 66.3 , 68.3 , 71.8 
513,Ford,Fiesta,ST,2016, 45.9 , 62.7 , 65.0 , 67.3 , 68.2 , 71.7 
514,Ford,Fiesta,1.0,2017, 40.9 , 59.8 , 62.5 , 65.3 , 67.2 , 70.6 
515,Ford,Flex,3.5 V6,2009, 44.6 , 55.3 , 62.0 , 65.6 , 68.0 , 70.4 
516,Ford,Focus,1.6 TDCI,2008, 45.8 , 56.3 , 64.8 , 67.6 , 70.5 , 73.8 
517,Ford,Focus,2.0,2008, 46.7 , 57.4 , 66.1 , 69.3 , 71.9 , 74.9 
518,Ford,Focus,2.0 Coupe-Cabrio,2008, 46.6 , 57.4 , 66.0 , 69.3 , 71.8 , 74.7 
519,Ford,Focus,Econetic,2008, 45.9 , 63.4 , 65.2 , 68.5 , 70.3 , 72.9 
520,Ford,Focus,ST,2008, 44.9 , 55.2 , 63.5 , 67.0 , 69.1 , 71.4 
521,Ford,Focus,1.8,2009, 43.7 , 57.9 , 62.8 , 65.3 , 66.5 , 69.2 
522,Ford,Focus,RS,2009, 44.9 , 55.3 , 63.6 , 67.2 , 69.1 , 71.4 
523,Ford,Focus,ST,2009, 44.9 , 55.2 , 63.5 , 67.0 , 69.1 , 71.4 
524,Ford,Focus,1.6 Coupe Cabrio,2010, 43.3 , 61.4 , 63.9 , 66.6 , 69.7 , 71.6 
525,Ford,Focus,1.8,2010, 46.5 , 57.3 , 65.9 , 68.2 , 71.7 , 75.7 
526,Ford,Focus,1.6,2011, 44.0 , 55.1 , 61.6 , 63.6 , 67.8 , 71.6 
527,Ford,Focus,1.6,2011, 39.0 , 55.4 , 61.1 , 64.2 , 66.9 , 70.8 
528,Ford,Focus,1.6 TDCI,2011, 45.2 , 55.6 , 63.9 , 68.4 , 69.5 , 71.0 
529,Ford,Focus,1.0,2012, 38.4 , 56.4 , 61.5 , 64.3 , 66.7 , 69.8 
530,Ford,Focus,1.6 Stationcar,2012, 43.5 , 53.5 , 61.5 , 65.2 , 66.9 , 69.0 
531,Ford,Focus,1.6 TDCI,2012, 42.6 , 59.4 , 62.7 , 65.7 , 68.5 , 70.6 
532,Ford,Focus,ST,2012, 46.3 , 55.2 , 60.9 , 63.3 , 67.4 , 71.6 
533,Ford,Focus,1.0,2013, 44.5 , 54.7 , 62.9 , 65.8 , 68.5 , 71.6 
534,Ford,Focus,1.0 Stationcar,2013, 38.5 , 55.6 , 60.6 , 64.2 , 68.2 , 71.5 
535,Ford,Focus,1.0,2014, 39.3 , 58.2 , 64.3 , 67.8 , 69.8 , 71.9 
536,Ford,Focus,1.0,2015, 39.3 , 56.3 , 62.3 , 64.9 , 68.4 , 71.8 
537,Ford,Focus,1.0,2016, 38.9 , 58.8 , 62.5 , 66.3 , 68.2 , 71.7 
538,Ford,Focus,2.0D,2016, 49.9 , 58.8 , 62.5 , 66.3 , 68.2 , 71.7 
539,Ford,Focus,RS,2016, 49.9 , 61.8 , 64.0 , 66.3 , 69.1 , 72.7 
540,Ford,Focus,ST,2016, 45.9 , 59.6 , 62.2 , 65.5 , 68.8 , 70.6 
541,Ford,Focus,1.0,2017, 36.9 , 57.8 , 62.0 , 66.3 , 68.2 , 71.7 
542,Ford,Fusion,Hybrid,2010, 41.2 , 52.6 , 59.7 , 63.7 , 65.8 , 68.0 
543,Ford,Fusion,2.0,2012, 43.2 , 53.2 , 59.4 , 62.7 , 65.1 , 67.5 
544,Ford,Fusion,Hybrid,2012, 36.7 , 49.1 , 57.1 , 60.6 , 66.1 , 71.6 
545,Ford,Fusion,Hybrid,2013, 35.6 , 49.4 , 58.1 , 62.2 , 67.3 , 72.3 
546,Ford,Galaxy,2.3,2008, 44.3 , 54.6 , 62.7 , 65.9 , 68.3 , 70.9 
547,Ford,Grand C-Max,1.6,2012, 44.5 , 56.1 , 62.3 , 65.6 , 68.6 , 72.4 
548,Ford,Ka,1.3,2008, 50.2 , 64.1 , 68.1 , 70.6 , 75.6 , 81.3 
549,Ford,Ka,1.2,2009, 45.8 , 56.4 , 64.9 , 68.5 , 70.6 , 72.9 
550,Ford,Ka,1.2,2013, 44.0 , 61.3 , 66.3 , 68.1 , 71.9 , 74.5 
551,Ford,Ka,1.2,2017, 40.9 , 60.8 , 64.0 , 67.3 , 70.1 , 73.7 
552,Ford,Kuga,2.0 TDCI,2008, 45.2 , 61.9 , 65.1 , 68.6 , 70.3 , 73.5 
553,Ford,Kuga,2.0 TDCI,2010, 45.0 , 61.1 , 63.0 , 66.5 , 69.2 , 71.6 
554,Ford,Kuga,1.6,2013, 39.7 , 52.9 , 58.4 , 62.0 , 65.5 , 68.1 
555,Ford,Kuga,1.5,2015, 40.2 , 54.5 , 59.8 , 63.4 , 67.0 , 69.4 
556,Ford,Mondeo,2.0 16V Stationcar,2008, 44.1 , 59.5 , 63.0 , 67.7 , 70.3 , 72.3 
557,Ford,Mondeo,2.3,2008, 43.9 , 54.0 , 62.1 , 66.1 , 67.5 , 69.3 
558,Ford,Mondeo,2.5T,2009, 43.1 , 62.0 , 65.0 , 68.2 , 71.7 , 74.0 
559,Ford,Mondeo,1.6 TDCI Stationcar,2011, 46.6 , 58.2 , 62.1 , 65.0 , 68.1 , 72.3 
560,Ford,Mondeo,2.2 TDCI,2011, 43.5 , 53.5 , 61.5 , 64.5 , 67.0 , 69.7 
561,Ford,Mondeo,1.6 TDCI,2012, 44.4 , 54.6 , 62.8 , 65.6 , 68.4 , 71.6 
562,Ford,Mondeo,1.6,2014, 36.9 , 54.8 , 59.0 , 63.3 , 67.2 , 70.6 
563,Ford,Mondeo,2.0D Stationcar,2015, 43.8 , 57.1 , 61.4 , 63.1 , 66.7 , 69.3 
564,Ford,Mondeo,1.5,2017, 44.5 , 53.6 , 58.5 , 62.6 , 68.5 , 68.6 
565,Ford,Mondeo,2.0d,2017, 43.9 , 58.8 , 62.0 , 65.3 , 67.2 , 70.6 
566,Ford,Mustang,Bullit,2008, 51.3 , 60.5 , 66.4 , 69.1 , 72.7 , 76.3 
567,Ford,Mustang,GT 500,2008, 50.4 , 61.3 , 68.2 , 71.6 , 75.2 , 78.9 
568,Ford,Mustang,3.7 V6,2011, 45.5 , 58.4 , 66.4 , 70.7 , 73.9 , 77.1 
569,Ford,Mustang,GT 5.0 V8,2011, 48.6 , 58.5 , 64.8 , 67.7 , 71.7 , 75.8 
570,Ford,Mustang,Shelby GT500,2011, 50.5 , 62.0 , 69.2 , 73.1 , 75.8 , 78.5 
571,Ford,Mustang,3.7 V6,2013, 45.2 , 55.7 , 62.4 , 65.6 , 69.5 , 73.5 
572,Ford,Mustang,5.0 V8,2016, 52.8 , 62.7 , 66.0 , 69.3 , 71.1 , 74.7 
573,Ford,Shelby,GT500,2014, 57.3 , 63.0 , 66.8 , 68.0 , 72.0 , 76.1 
574,Ford,S-Max,2.2 TDCI,2008, 44.3 , 54.6 , 62.7 , 66.5 , 68.2 , 70.3 
575,Ford,S-Max,2.0 TDCI,2010, 42.4 , 52.2 , 60.1 , 63.8 , 65.3 , 67.2 
576,Ford,S-Max,2.0,2015, 39.3 , 54.6 , 60.1 , 63.0 , 65.6 , 70.2 
577,Ford,S-Max,2.0D,2016, 43.9 , 56.8 , 60.0 , 63.3 , 66.2 , 69.6 
578,Ford,Taurus,3.5 V6,2010, 43.5 , 55.7 , 63.1 , 67.6 , 68.8 , 70.1 
579,Ford,Taurus,3.5 V6,2016, 42.7 , 55.0 , 62.5 , 67.1 , 68.3 , 69.5 
580,Ford ,Ka,1.2,2009, 46.5 , 64.8 , 68.9 , 71.0 , 75.0 , 77.4 
581,Ford ,Mustang,Shelby GT500,2013, 57.3 , 63.0 , 66.8 , 68.0 , 72.0 , 76.1 
582,Genesis,G80,3.8 V6,2016, 41.2 , 53.8 , 61.4 , 66.1 , 67.4 , 68.8 
583,GMC,Sierra,5.3 V8,2013, 41.3 , 51.2 , 57.4 , 60.7 , 63.1 , 65.5 
584,GMC,Sierra,4.6 V6,2016, 43.0 , 52.3 , 58.1 , 61.2 , 63.6 , 66.0 
585,GMC,Terrain,3.0 V6,2010, 35.6 , 48.4 , 56.4 , 60.8 , 63.5 , 66.3 
586,GMC,Yukon,6.2 V8,2016, 42.7 , 54.3 , 61.3 , 65.6 , 66.9 , 68.3 
587,Honda,Accord,2.0,2008, 42.9 , 52.8 , 60.7 , 64.8 , 66.0 , 67.6 
588,Honda,Accord,2.2 I-DTEC,2008, 50.2 , 62.1 , 65.0 , 66.1 , 69.5 , 71.2 
589,Honda,Accord,3.5 V6,2008, 40.1 , 53.4 , 61.6 , 66.5 , 68.1 , 69.7 
590,Honda,Accord,2.2 I-DTEC Stationcar,2009, 45.6 , 59.5 , 64.3 , 66.7 , 68.4 , 71.3 
591,Honda,Accord,2.4 Stationcar,2009, 43.6 , 53.7 , 61.7 , 64.6 , 67.2 , 70.2 
592,Honda,Accord,Crosstour,2010, 42.3 , 51.7 , 57.6 , 60.7 , 63.1 , 65.5 
593,Honda,Accord,2.4,2011, 44.8 , 53.7 , 59.3 , 62.3 , 64.4 , 66.6 
594,Honda,Accord,2.0,2012, 43.7 , 53.8 , 61.8 , 65.4 , 67.2 , 69.4 
595,Honda,Accord,2.4,2012, 40.6 , 51.1 , 57.6 , 61.2 , 63.6 , 66.1 
596,Honda,Accord,3.5 V6,2012, 47.8 , 57.7 , 63.9 , 67.2 , 69.5 , 71.9 
597,Honda,Accord,3.5V6,2012, 39.7 , 50.5 , 57.3 , 60.7 , 64.4 , 68.2 
598,Honda,Accord,2.0 Stationcar,2013, 42.4 , 55.5 , 61.9 , 64.3 , 66.3 , 70.5 
599,Honda,Accord,2.4,2013, 41.0 , 52.2 , 59.2 , 62.9 , 65.5 , 68.1 
600,Honda,Accord,Hybrid,2014, 35.0 , 49.6 , 58.4 , 63.8 , 65.3 , 66.8 
601,Honda,Civic,1.3 Hybrid,2008, 44.5 , 54.8 , 63.0 , 66.6 , 68.5 , 70.8 
602,Honda,Civic,1.3,2010, 44.7 , 55.0 , 63.2 , 66.7 , 68.8 , 71.1 
603,Honda,Civic,Hybrid,2010, 45.5 , 59.1 , 65.1 , 66.1 , 70.1 , 73.1 
604,Honda,Civic,Hybrid,2011, 46.9 , 56.2 , 61.9 , 65.0 , 67.4 , 69.9 
605,Honda,Civic,1.8,2012, 37.7 , 59.8 , 64.1 , 69.4 , 71.1 , 73.2 
606,Honda,Civic,Si,2012, 43.8 , 55.3 , 62.5 , 66.1 , 70.0 , 73.9 
607,Honda,Civic,1.6 Stationcar,2014, 43.6 , 58.3 , 61.7 , 64.2 , 67.1 , 69.8 
608,Honda,Civic,1.8,2014, 39.7 , 53.1 , 61.3 , 66.2 , 68.0 , 69.8 
609,Honda,Civic,1.0,2017, 37.5 , 57.2 , 62.0 , 65.8 , 71.9 , 72.0 
610,Honda,CR-V,2.0,2008, 44.3 , 54.5 , 62.7 , 67.4 , 68.1 , 69.2 
611,Honda,CR-V,2.4,2012, 39.9 , 52.3 , 60.1 , 64.2 , 67.5 , 70.8 
612,Honda,CR-V,2.0,2013, 42.5 , 58.9 , 64.3 , 67.3 , 69.7 , 73.0 
613,Honda,CR-V, ,2014, 46.4 , 56.6 , 61.7 , 63.8 , 66.7 , 69.0 
614,Honda,CR-V,1.6,2015, 44.2 , 55.8 , 60.8 , 63.1 , 68.1 , 70.9 
615,Honda,CR-Z, ,2011, 40.5 , 54.3 , 62.9 , 67.6 , 70.5 , 73.4 
616,Honda,Fit,1.5 ,2009, 42.4 , 56.2 , 64.7 , 69.6 , 71.9 , 74.2 
617,Honda,HR-V,1.5,2016, 36.7 , 56.2 , 60.6 , 64.6 , 67.0 , 71.3 
618,Honda,HR-V,1.5,2017, 39.9 , 59.8 , 63.0 , 66.3 , 70.1 , 73.7 
619,Honda,HR-V,1.6D,2017, 47.9 , 58.8 , 62.0 , 65.3 , 67.2 , 70.6 
620,Honda,Insight,1.3,2009, 35.3 , 59.0 , 62.9 , 67.3 , 68.8 , 73.3 
621,Honda,Insight,EX,2010, 44.4 , 56.5 , 63.9 , 68.4 , 69.5 , 70.7 
622,Honda,Insight,1.3,2012, 44.3 , 54.6 , 62.7 , 66.2 , 68.3 , 70.6 
623,Honda,Jazz,1.2,2009, 43.6 , 53.7 , 61.7 , 65.4 , 67.1 , 69.2 
624,Honda,Jazz,1.2,2010, 44.0 , 54.2 , 62.3 , 66.4 , 67.7 , 69.4 
625,Honda,Jazz,1.3 Hybrid,2011, 45.0 , 56.9 , 63.8 , 65.4 , 69.4 , 73.8 
626,Honda,Jazz,1.3,2016, 38.4 , 57.3 , 64.3 , 65.6 , 68.6 , 72.6 
627,Honda,Legend,3.7 V6,2009, 41.7 , 51.3 , 59.0 , 62.6 , 64.1 , 66.0 
628,Honda,NSX,3.5 V6,2017, 48.9 , 63.7 , 66.0 , 68.3 , 70.1 , 73.7 
629,Honda,Odyssey,3.5 V6,2011, 37.6 , 53.1 , 62.5 , 68.5 , 69.4 , 70.3 
630,Honda,Pilot,3.5 V6,2009, 43.0 , 55.4 , 62.9 , 67.3 , 69.4 , 71.4 
631,Hummer,H3,5.3 V8,2008, 50.9 , 59.4 , 65.2 , 66.7 , 74.0 , 81.3 
632,Hyundai,Accent,1.6,2012, 42.8 , 54.0 , 61.0 , 64.7 , 67.6 , 70.5 
633,Hyundai,Azera,3.3,2012, 38.9 , 50.6 , 57.9 , 61.6 , 65.3 , 69.0 
634,Hyundai,Coupe,2.7 V6,2008, 45.8 , 56.3 , 64.8 , 68.1 , 70.5 , 73.1 
635,Hyundai,Elantra,Stationcar,2009, 42.5 , 52.8 , 59.6 , 62.1 , 68.4 , 74.7 
636,Hyundai,Equues,4.6 V8,2011, 40.1 , 50.5 , 57.0 , 60.3 , 63.6 , 66.9 
637,Hyundai,Genesis,3.8 V6,2009, 40.0 , 51.6 , 58.7 , 62.8 , 65.0 , 67.2 
638,Hyundai,Genesis, ,2010, 47.7 , 59.4 , 66.6 , 70.6 , 73.0 , 75.3 
639,Hyundai,Genesis,Coupe,2010, 43.7 , 54.9 , 62.0 , 65.1 , 70.1 , 75.2 
640,Hyundai,Genesis,3.8 V6,2011, 46.8 , 57.6 , 66.2 , 68.2 , 72.1 , 76.5 
641,Hyundai,Genesis,5.0,2012, 39.1 , 51.4 , 59.0 , 63.2 , 65.8 , 68.4 
642,Hyundai,Genesis,Coupe,2012, 43.0 , 54.1 , 61.4 , 64.2 , 70.2 , 76.1 
643,Hyundai,Genesis,3.8 V6,2013, 42.8 , 54.1 , 61.4 , 64.2 , 70.4 , 76.7 
644,Hyundai,i10,1.1,2008, 47.0 , 64.3 , 68.2 , 72.0 , 75.5 , 79.5 
645,Hyundai,i10,1.2,2011, 46.3 , 57.0 , 65.6 , 69.5 , 71.3 , 73.5 
646,Hyundai,i10,1.0,2013, 42.5 , 59.4 , 63.4 , 65.7 , 69.8 , 72.4 
647,Hyundai,i10,1.0,2014, 42.5 , 59.4 , 63.4 , 65.7 , 69.8 , 72.4 
648,Hyundai,i10,1.0,2016, 40.9 , 58.8 , 62.5 , 66.3 , 68.2 , 71.7 
649,Hyundai,i20,1.1,2008, 45.9 , 56.5 , 65.0 , 69.0 , 70.6 , 72.6 
650,Hyundai,i20,1.2,2009, 47.2 , 58.1 , 66.8 , 70.1 , 72.7 , 75.7 
651,Hyundai,i20,1.4,2009, 40.7 , 61.1 , 66.9 , 69.4 , 72.5 , 74.5 
652,Hyundai,i20,1.2,2010, 37.4 , 62.3 , 66.1 , 68.5 , 69.8 , 72.6 
653,Hyundai,i20,1.2,2012, 46.8 , 57.6 , 66.2 , 68.1 , 72.1 , 76.6 
654,Hyundai,i20,1.2,2015, 37.0 , 61.0 , 63.6 , 65.9 , 66.9 , 68.7 
655,Hyundai,i20,1.0,2016, 38.9 , 59.8 , 63.5 , 67.3 , 69.1 , 72.7 
656,Hyundai,i20,1.0,2017, 38.9 , 59.8 , 62.5 , 65.3 , 68.2 , 71.7 
657,Hyundai,i30,2.0,2008, 45.1 , 55.5 , 63.8 , 67.2 , 69.5 , 72.0 
658,Hyundai,i30,1.4,2010, 45.6 , 56.2 , 64.6 , 67.9 , 70.3 , 72.9 
659,Hyundai,i30,1.6,2012, 44.2 , 57.8 , 64.2 , 65.2 , 68.1 , 72.1 
660,Hyundai,i30,1.6,2012, 44.6 , 54.9 , 63.1 , 66.0 , 68.7 , 71.8 
661,Hyundai,i30,1.6 GDi,2012, 45.4 , 58.9 , 64.2 , 66.9 , 70.0 , 73.1 
662,Hyundai,i30,1.6,2013, 43.4 , 53.4 , 61.5 , 65.0 , 66.8 , 69.0 
663,Hyundai,i30,1.0,2017, 34.4 , 55.7 , 60.8 , 63.9 , 69.9 , 70.0 
664,Hyundai,i30,1.4,2017, 40.9 , 55.8 , 60.5 , 65.3 , 66.2 , 69.6 
665,Hyundai,i30,1.4 stationcar,2017, 34.3 , 56.6 , 60.2 , 63.7 , 70.6 , 70.7 
666,Hyundai,i40,1.6 GDI,2011, 34.7 , 56.8 , 60.6 , 64.5 , 68.4 , 71.8 
667,Hyundai,i40,1.6 Stationcar,2011, 44.3 , 54.5 , 62.7 , 65.4 , 68.2 , 71.4 
668,Hyundai,i40,1.7 CRDI,2012, 45.4 , 55.9 , 64.3 , 67.7 , 70.0 , 72.5 
669,Hyundai,i40,1.6 Stationcar,2013, 44.4 , 56.8 , 60.6 , 64.5 , 68.4 , 71.8 
670,Hyundai,i40,1.7 D,2015, 46.6 , 59.7 , 63.1 , 65.7 , 68.3 , 71.7 
671,Hyundai,Ioniq,1.6 Hybrid,2016, 31.5 , 56.2 , 60.2 , 63.3 , 68.5 , 70.6 
672,Hyundai,Ioniq,EV,2017, 45.2 , 54.7 , 59.8 , 63.2 , 69.6 , 69.7 
673,Hyundai,ix20,1.4 CRD,2011, 46.0 , 56.6 , 65.0 , 67.2 , 70.8 , 74.9 
674,Hyundai,ix20,1.4 CRDI,2011, 46.0 , 56.6 , 65.0 , 67.2 , 70.8 , 74.9 
675,Hyundai,IX35,2.0 CRDI,2010, 44.3 , 58.5 , 62.9 , 66.7 , 68.2 , 70.5 
676,Hyundai,IX35,1.6 GDI,2012, 35.6 , 55.4 , 62.6 , 65.0 , 68.7 , 72.0 
677,Hyundai,Santa Fe,2.2 CRDI,2010, 43.2 , 53.1 , 61.1 , 64.3 , 66.5 , 68.9 
678,Hyundai,Sonata,2.0,2009, 44.4 , 54.6 , 62.8 , 67.9 , 68.3 , 69.0 
679,Hyundai,Sonata,2.0T,2011, 38.2 , 50.0 , 57.2 , 61.6 , 62.8 , 64.1 
680,Hyundai,Sonata,2.4,2011, 43.1 , 55.0 , 62.3 , 66.6 , 68.3 , 70.1 
681,Hyundai,Sonata,Hybrid,2011, 38.4 , 50.4 , 57.9 , 61.6 , 65.9 , 70.3 
682,Hyundai,Tucson,2.4,2010, 40.6 , 54.4 , 62.8 , 67.9 , 69.3 , 70.8 
683,Hyundai,Tucson,2.4,2014, 43.5 , 54.2 , 60.7 , 64.6 , 66.1 , 67.7 
684,Hyundai,Tucson,1.6,2015, 33.5 , 53.8 , 59.9 , 62.6 , 67.0 , 70.2 
685,Hyundai,Tucson,1.6,2016, 33.9 , 56.8 , 60.5 , 64.3 , 66.2 , 69.6 
686,Hyundai,Tucson,2.0D,2016, 48.9 , 60.8 , 63.0 , 65.3 , 67.2 , 70.6 
687,Hyundai,Velostar,1.6,2011, 44.7 , 55.0 , 63.3 , 67.3 , 68.8 , 70.7 
688,Hyundai,Veloster,I-Catcher 1.6,2011, 45.2 , 59.2 , 63.4 , 66.3 , 69.7 , 73.8 
689,Hyundai,Veloster,1.6,2012, 39.6 , 52.7 , 60.9 , 65.3 , 68.6 , 72.0 
690,Infinity,EX,35,2008, 41.7 , 55.1 , 63.5 , 68.0 , 71.3 , 74.7 
691,Infinity,EX,37,2009, 43.1 , 53.0 , 61.0 , 64.9 , 66.3 , 68.1 
692,Infinity,FX,50,2009, 49.6 , 59.7 , 65.8 , 69.5 , 70.8 , 72.2 
693,Infinity,G,37,2008, 45.0 , 55.5 , 62.1 , 65.4 , 68.8 , 72.2 
694,Infinity,G,37,2009, 43.7 , 53.8 , 61.9 , 65.5 , 67.3 , 69.5 
695,Infinity,G,37S Coupe,2009, 41.1 , 60.0 , 64.0 , 65.5 , 68.4 , 70.0 
696,Infinity,G,37 Cabrio,2010, 42.8 , 52.7 , 60.6 , 64.4 , 65.9 , 67.8 
697,Infinity,G,25,2011, 47.6 , 55.6 , 60.7 , 63.1 , 66.0 , 69.0 
698,Infinity,JX,35,2012, 41.0 , 52.0 , 58.8 , 62.3 , 65.6 , 68.9 
699,Infinity,M,37,2011, 42.9 , 55.6 , 63.4 , 67.8 , 70.3 , 72.8 
700,Infinity,M,30D,2011, 44.2 , 60.1 , 61.3 , 64.2 , 66.6 , 71.0 
701,Infinity,M,37S,2011, 44.6 , 56.5 , 63.8 , 67.9 , 70.2 , 72.5 
702,Infinity,M,56S,2011, 42.2 , 53.9 , 61.2 , 65.2 , 67.7 , 70.3 
703,Infinity,M,35H,2012, 38.5 , 53.3 , 57.2 , 61.3 , 65.4 , 67.8 
704,Infinity,M,35H,2012, 42.2 , 53.0 , 59.8 , 63.3 , 66.4 , 69.6 
705,Infinity,Q,50,2013, 38.4 , 50.4 , 57.8 , 61.9 , 64.6 , 67.3 
706,Infinity,Q,50,2014, 49.4 , 56.6 , 60.4 , 61.8 , 65.9 , 69.3 
707,Infinity,Q,70,2015, 44.6 , 57.5 , 60.0 , 63.0 , 66.0 , 70.0 
708,Infinity,Q30,1.5D,2016, 45.4 , 56.3 , 61.3 , 64.2 , 67.8 , 71.2 
709,Infinity,Q30,2.0,2016, 41.9 , 56.8 , 60.5 , 64.3 , 66.2 , 69.6 
710,Infinity,QX,56,2011, 43.3 , 54.6 , 61.5 , 65.6 , 67.1 , 68.6 
711,Infinity,QX,60,2013, 41.1 , 51.5 , 58.0 , 61.3 , 64.3 , 67.4 
712,Infinity,QX50,3.7 V6,2016, 41.2 , 53.3 , 60.6 , 65.1 , 66.3 , 67.5 
713,Jaguar,F-Pace,3.0 V6,2016, 40.4 , 57.3 , 62.0 , 64.6 , 66.0 , 69.6 
714,Jaguar,F-Pace,3.0D,2016, 47.9 , 58.8 , 61.5 , 64.3 , 65.2 , 68.6 
715,Jaguar,F-Pace,2.0d,2017, 44.5 , 53.6 , 58.6 , 61.7 , 68.5 , 68.6 
716,Jaguar,F-Type,5.0 V8,2014, 46.5 , 55.2 , 61.0 , 63.0 , 68.8 , 74.6 
717,Jaguar,F-Type,5.0 V8,2017, 44.9 , 61.8 , 65.0 , 68.3 , 70.1 , 73.7 
718,Jaguar,XE,2.0D,2015, 45.2 , 56.2 , 63.1 , 65.2 , 67.0 , 70.1 
719,Jaguar,XE,2.0D,2016, 43.2 , 57.7 , 60.6 , 63.8 , 67.7 , 69.7 
720,Jaguar,XE,3.0D,2016, 50.8 , 58.8 , 61.0 , 63.3 , 66.2 , 69.6 
721,Jaguar,XF,2.7d,2008, 47.7 , 55.1 , 60.1 , 63.6 , 66.6 , 69.6 
722,Jaguar,XF,3.0 V6,2008, 40.8 , 61.4 , 62.4 , 64.0 , 66.7 , 69.1 
723,Jaguar,XF,3.0D S,2009, 45.4 , 57.1 , 61.2 , 64.0 , 66.6 , 69.0 
724,Jaguar,XF,3.0 V6,2010, 44.4 , 54.6 , 62.8 , 66.5 , 68.3 , 70.5 
725,Jaguar,XF,2.2 D,2011, 43.0 , 52.9 , 60.8 , 64.8 , 66.1 , 67.8 
726,Jaguar,XF,2.2D,2011, 43.0 , 52.9 , 60.8 , 64.8 , 66.1 , 67.8 
727,Jaguar,XF,2.0,2016, 44.2 , 59.5 , 63.0 , 64.0 , 66.0 , 68.0 
728,Jaguar,XF,3.0D,2016, 48.1 , 57.2 , 60.7 , 64.3 , 67.3 , 70.7 
729,Jaguar,XF,2.0d,2017, 45.2 , 54.5 , 58.3 , 62.6 , 68.9 , 69.0 
730,Jaguar,XFR,5.0 V8 Supercharged,2010, 45.6 , 56.3 , 62.9 , 66.6 , 68.7 , 70.8 
731,Jaguar,XF-S, ,2009, 47.0 , 57.3 , 63.6 , 67.3 , 68.7 , 70.2 
732,Jaguar,XJ,3.0D V6,2010, 43.5 , 53.5 , 61.5 , 64.6 , 67.0 , 69.6 
733,Jaguar,XJ,5.0 V8 LWB,2010, 39.9 , 59.0 , 61.0 , 62.7 , 66.6 , 68.0 
734,Jaguar,XJ,5.0 V8,2014, 40.6 , 50.3 , 56.5 , 59.2 , 63.3 , 67.5 
735,Jaguar,XK,3.5 V6,2008, 43.0 , 53.0 , 60.9 , 64.7 , 66.2 , 68.1 
736,Jaguar,XK,5.0 V8 Convertible ,2011, 44.3 , 54.5 , 62.7 , 65.1 , 68.2 , 71.7 
737,Jaguar,XKR-S,5.0 V8,2012, 44.8 , 55.1 , 63.4 , 66.7 , 69.0 , 71.5 
738,Jaguar,X-type,2.2D,2008, 43.6 , 53.6 , 61.6 , 64.8 , 67.1 , 69.6 
739,Jeep,Cherokee,2.0,2014, 47.3 , 59.8 , 62.8 , 64.2 , 66.6 , 68.6 
740,Jeep,Compass,2.4,2011, 45.2 , 55.6 , 63.9 , 67.2 , 69.6 , 72.2 
741,Jeep,Grand Cherokee,CRD,2008, 48.4 , 57.7 , 63.4 , 66.6 , 68.7 , 70.9 
742,Jeep,Grand Cherokee,Hennessey,2008, 53.1 , 62.1 , 67.9 , 70.2 , 75.1 , 80.0 
743,Jeep,Grand Cherokee,3.6 V6,2011, 43.7 , 53.8 , 61.8 , 66.3 , 67.2 , 68.5 
744,Jeep,Grand Cherokee,SRT8,2012, 48.7 , 56.7 , 61.9 , 64.0 , 68.2 , 72.3 
745,Jeep,Grand Cherokee,3.6 V6,2014, 51.2 , 57.3 , 61.0 , 63.1 , 64.3 , 65.6 
746,Jeep,Renegade,1.4,2015, 37.7 , 56.2 , 60.1 , 63.5 , 66.9 , 71.6 
